event_id,start_year,end_year,date_display,era,event_name,event_kind,region_culture,location,peoples_factions,named_figures,historical_summary,possible_gameplay_hooks,likely_household_effects,severity_1_to_5,date_precision,canon_status,source_url_1,source_url_2,research_notes,event_category,game_scope,affected_systems,implementation_priority,research_confidence,research_pass
GENS-HIST-0593,541,562,AD 541–562,Eastern Renewal,Lazic War with Sasanian Persia,War / Great Power,Caucasian / Sasanian / Roman,Lazica and Caucasus,Eastern Roman Empire; Sasanian Persia; Lazica,Justinian I; Khosrow I,A long war contested control of Lazica and Black Sea routes.,Frontier taxes; troop movements; diplomacy with local rulers.,Security; trade; taxation,4,range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/waa.html,https://82nd-and-fifth.metmuseum.org/toah/ht/05/wai.html,,Conflict & Security,Regional,Economy & Finance; Military & Security,High,High,v1
GENS-HIST-0594,542,542,AD 542,Eastern Renewal,Plague peaks in Constantinople,Epidemic / Urban Crisis,Greek East,Constantinople,Urban population; imperial administration,Justinian I,The pandemic caused extreme mortality in the imperial capital.,Household deaths; labor scarcity; abandoned property; relief.,Population; labor; property; public order,5,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Disaster & Public Health,Imperial / Urban,Legal & Court; Disease & Public Health; Settlement & Demographics; Construction & Estates,Critical,High,v1
GENS-HIST-0595,544,545,AD 544–545,Eastern Renewal,Justinian's Three Chapters edict opens a major church controversy,Religion / Imperial Edict,Christian / Empire-wide,Eastern Empire and Italy,Chalcedonian bishops; anti-Chalcedonian communities; papacy,Justinian I; Vigilius,"Justinian condemned writings associated with three theologians in an attempt to reconcile anti-Chalcedonian Christians, provoking intense resistance especially in the West.",Bishop pressured to subscribe; local congregation split; imperial church policy dispute.,Piety; politics; patronage; social cohesion,4,approximate_range,research_addition,https://www.cambridge.org/core/books/abs/cambridge-companion-to-the-age-of-justinian/ecclesiastical-policy/3E1D6C0C4BE05A251CE9306731460152,,,Law & Legal Status,Imperial,Politics & Patronage; Religion,High,Medium,v4
GENS-HIST-0596,546,546,AD 546,Eastern Renewal,Totila captures Rome,War / Sack / Siege,Italian / Gothic,Rome,Ostrogoths; Eastern Roman garrison,Totila,Ostrogothic king Totila captured Rome during the renewed Gothic War.,Evacuation; property loss; regime flip.,Population; property; security,5,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial / Urban,Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v1
GENS-HIST-0597,547,547,AD 547,Eastern Renewal,Belisarius reoccupies Rome after Gothic withdrawal,War / Regime Change,Italian / Gothic / Roman,Rome,Eastern Roman army; Ostrogoths; Roman civilians,Belisarius; Totila,"After Totila's earlier capture and partial evacuation of Rome, Belisarius returned and restored defenses.",Abandoned property reclaimed; wall repair; returning refugees; renewed siege expectation.,Property; population; construction; security,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,High,High,v4
GENS-HIST-0598,547,547,AD 547,Eastern Renewal,San Vitale consecrated at Ravenna,Infrastructure / Religion / Art,Italian / Byzantine,Ravenna,Imperial/church patrons; artisans,Justinian I; Theodora (represented),"The church of San Vitale, famous for imperial mosaics, was completed and consecrated.",Art commission; church prestige; elite patronage.,Culture; piety; prestige,3,exact,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/eust.html,,,Religion & Culture,Local / Regional,Politics & Patronage; Religion; Culture & Education,Medium,High,v1
GENS-HIST-0599,548,548,28 June AD 548,Eastern Renewal,Empress Theodora dies,Dynastic Death / Court Politics,Roman / Greek East,Constantinople,Imperial court; religious patronage networks,Theodora; Justinian I,"Theodora's death removed a powerful political and religious patron, especially important to anti-Chalcedonian networks.",Court patron disappears; petitions lose sponsor; religious refugees lose protection.,Patronage; politics; piety; dynasty,4,exact,research_addition,https://www.worldhistory.org/timeline/Justinian_I/,,,Politics & Government,Imperial / Urban,Politics & Patronage; Legal & Court; Religion; Settlement & Demographics,High,High,v4
GENS-HIST-0600,548,565,AD 548–565,Eastern Renewal,Basilica of St. John at Ephesus rebuilt,Infrastructure / Religion,Anatolian / Christian,Ephesus,Imperial administration; church,Justinian I,Justinian rebuilt the major basilica of St. John at Ephesus with a domed design.,Pilgrimage and construction boom; artisan demand.,Labor; commerce; piety,3,range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/waa.html,,,Religion & Culture,Regional,Economy & Finance; Religion; Construction & Estates; Culture & Education,Medium,High,v1
GENS-HIST-0601,549,550,AD 549–550,Eastern Renewal,Totila captures Rome again,War / Siege / Regime Change,Italian / Gothic,Rome,Ostrogothic army; Eastern Roman defenders; Roman population,Totila,Totila retook Rome during the continuing Gothic War and sought to restore and repopulate parts of the city under Gothic control.,Second regime change; refugees return or flee; grain policy; property reassignment.,Security; population; property; food,5,range,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Imperial / Urban,Politics & Patronage; Economy & Finance; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v4
GENS-HIST-0602,550,557,c. AD 550–557,Eastern Renewal,Procopius completes major histories of Justinian's wars,Literature / Historical Record,Roman / Greek East,Constantinople,Imperial military elite; educated readers,Procopius of Caesarea,"Procopius produced the Wars, later the Buildings, and the hostile Secret History, creating the richest narrative dossier for Justinian's reign.",Military chronicle reaches household library; reputation shaped by history; court gossip text circulates.,Education; culture; dynasty reputation; politics,3,approximate_range,research_addition,https://www.cambridge.org/core/journals/church-history/article/abs/paganism-and-christianity-in-procopius/B144EECA22CB372CAB3F158ADF542FE8,,,Knowledge & Culture,Imperial / Urban,Politics & Patronage; Legal & Court; Religion; Military & Security; Culture & Education,Medium,High,v4
GENS-HIST-0603,551,551,AD 551,Eastern Renewal,Beirut earthquake and tsunami,Natural Disaster / Tsunami,Syrian / Levantine,Berytus (Beirut) and Levantine coast,Urban residents; merchants; students of the famous law school,,A major earthquake and tsunami devastated Beirut and surrounding coastal settlements in the mid-sixth century.,Port destruction; law-school disruption; inheritance losses; displaced merchants; coastal rebuilding.,Population; trade; education; buildings; shipping,5,exact,research_addition,https://link.springer.com/article/10.1007/s11069-024-06559-4,,,Disaster & Public Health,Regional,Economy & Finance; Legal & Court; Settlement & Demographics; Travel & Trade Routes; Construction & Estates; Culture & Education,Critical,High,v3
GENS-HIST-0604,552,552,AD 552,Eastern Renewal,Battle of Taginae; Totila defeated,War / Battle,Italian / Gothic,Taginae,Eastern Roman Empire; Ostrogoths,Narses; Totila,"Narses defeated Totila, decisively weakening Ostrogothic resistance.",War turning point; regime transition; veteran movement.,Security; politics,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Regional,Politics & Patronage; Military & Security,High,High,v1
GENS-HIST-0605,552,554,c. AD 552–554,Eastern Renewal,Sericulture introduced into the Eastern Roman Empire,Economy / Technology Transfer,Roman / Silk Road,Constantinople and Eastern Empire,Imperial court; silk workers; eastern traders,Justinian I,Late antique sources describe the transfer of silkworm eggs and silk-production knowledge into Roman territory during Justinian's reign.,New luxury industry; imperial monopoly pressure; mulberry cultivation; reduced dependence on Persian intermediaries.,Luxury trade; crafting; agriculture; diplomacy; household workshops,4,approximate_range,research_addition,https://www.cambridge.org/core/journals/journal-of-global-history/article/mapping-byzantine-sericulture-in-the-global-transfer-of-technology/02D1206F9D324A6102B3D05A7674C807,,The famous account survives in Procopius and Theophanes; exact date and route remain debated.,Economy & Trade,Imperial / Urban,Economy & Finance; Religion; Culture & Education,High,Medium,v2
GENS-HIST-0606,552,555,c. AD 552–555,Eastern Renewal,Byzantine province established in southern Hispania,War / Expansion,Iberian / Byzantine / Visigothic,Southeastern Hispania,Eastern Roman Empire; Visigoths,Justinian I,"Imperial forces acquired a coastal territory in southern and southeastern Hispania, later called Spania.",New Roman administration returns; port and tax changes.,Trade; politics; taxes,4,approximate_range,research_addition,https://82nd-and-fifth.metmuseum.org/toah/ht/06/eusi.html,,,Conflict & Security,Regional,Politics & Patronage; Economy & Finance; Military & Security; Travel & Trade Routes,High,Medium,v1
GENS-HIST-0607,553,553,AD 553,Eastern Renewal,Battle of Mons Lactarius ends organized Ostrogothic royal resistance,War / Battle,Italian / Gothic,Campania,Eastern Roman army; Ostrogothic remnants,Narses; Teias,"Narses defeated the last Ostrogothic king Teias near Mount Vesuvius, effectively ending the Gothic monarchy.",Successor kingdom collapses; surrender terms; garrison reassignment; land claims reopened.,Security; politics; property,5,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Regional,Politics & Patronage; Legal & Court; Military & Security; Settlement & Demographics; Construction & Estates,Critical,High,v4
GENS-HIST-0608,553,553,AD 553,Eastern Renewal,Second Council of Constantinople,Religion / Council,Christian / Greek East,Constantinople,Imperial church factions,Justinian I; bishops,The fifth ecumenical council attempted to reconcile Christological divisions through condemnation of the Three Chapters.,Doctrinal conflict; bishop loyalty; regional resistance.,Piety; politics; social cohesion,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Religion & Culture,Imperial / Urban,Politics & Patronage; Religion,High,High,v1
GENS-HIST-0609,554,554,AD 554,Eastern Renewal,Narses defeats Frankish-Alamannic invaders at Casilinum,War / Battle,Frankish / Alamannic / Roman,Campania,Eastern Roman army; Frankish and Alamannic forces,Narses,A large transalpine incursion into war-ravaged Italy was defeated by Narses near the Volturnus/Casilinum area.,Final invasion shock; Campanian estates looted; army victory restores routes.,Security; agriculture; travel; population,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Conflict & Security,Regional,Religion; Military & Security; Settlement & Demographics; Travel & Trade Routes; Culture & Education,High,High,v4
GENS-HIST-0610,554,554,AD 554,Eastern Renewal,Pragmatic Sanction reorganizes Italy after reconquest,Law / Administration,Italian / Byzantine,Italy,Eastern Roman administration; Italian elites,Justinian I,Imperial legislation restored and reorganized civil administration after the Gothic War.,Property restitution; tax/legal reset; municipal governance.,Law; taxes; property,4,exact,research_addition,https://en.wikisource.org/wiki/Page%3AEncyclop%C3%A6dia_Britannica%2C_Ninth_Edition%2C_v._5.djvu/738,,,Politics & Government,Local / Regional,Economy & Finance; Legal & Court; Construction & Estates,High,High,v1
GENS-HIST-0611,556,556,AD 556,Eastern Renewal,Samaritan revolt erupts around Caesarea Maritima,Religious Revolt / Urban Violence,Palestinian / Samaritan,Caesarea Maritima and Palestine,Samaritan communities; Eastern Roman authorities; Christian institutions,,"A renewed Samaritan uprising began in Palestine during Justinian's later reign, involving destruction and severe imperial retaliation.",Religious uprising; church destruction; rural unrest; military crackdown.,Security; piety; property; population,4,exact,research_addition,https://www.worldhistory.org/timeline/Justinian_I/,,Some chronologies date the beginning in 555 or 556 and extend related unrest beyond Justinian's reign.,Conflict & Security,Regional,Legal & Court; Religion; Military & Security; Settlement & Demographics; Construction & Estates,High,Medium,v4
